n,Ent
100.0,4.613561373949643
200.0,4.606150194088391
300.0,4.609231421262715
400.0,4.6053767666957395
500.0,4.6074522209238324
600.0,4.6059047284799854
700.0,4.606821090668507
800.0,4.606361694264494
900.0,4.605193905200416
1e3,4.605260489111406
1100.0,4.605601380829671
1200.0,4.605384888845514
1300.0,4.606117561449763
1400.0,4.6052572272564145
1500.0,4.605517235344198
1600.0,4.604261925142
1700.0,4.605515904152114
1800.0,4.605224827375059
1900.0,4.605752565305921
2e3,4.604656541669291
2100.0,4.604735964195692
2200.0,4.606248452498487
2300.0,4.606518968827351
2400.0,4.605568432638313
2500.0,4.604721083276737
2600.0,4.604431132030532
2700.0,4.605272733509522
2800.0,4.604668517999119
2900.0,4.605708899105312
3e3,4.605715951988126
3100.0,4.606249775594521
3200.0,4.60599280967851
3300.0,4.605625903180368
3400.0,4.604909048022364
3500.0,4.605249310919184
3600.0,4.604806153771128
3700.0,4.605415248177329
3800.0,4.604320883314852
3900.0,4.6046467062939405
4e3,4.60563874825644
4100.0,4.606110672215295
4200.0,4.605272297770747
4300.0,4.605381023826701
4400.0,4.603923523171516
4500.0,4.605910349735646
4600.0,4.605543468515609
4700.0,4.605803002071154
4800.0,4.604908043750635
4900.0,4.605307555339352
5e3,4.605176305928127
5100.0,4.605880800196793
5200.0,4.605609862889489
5300.0,4.605056305869155
5400.0,4.605779767685781
5500.0,4.605853669031458
5600.0,4.6051571239446245
5700.0,4.605657896581103
5800.0,4.605676005024818
5900.0,4.6060864912928565
6e3,4.605519434380461
6100.0,4.605218874593398
6200.0,4.605735677778873
6300.0,4.605510006323043
6400.0,4.604924121314988
6500.0,4.6045953050782105
6600.0,4.60511650348504
6700.0,4.604917328479165
6800.0,4.605003121500476
6900.0,4.6052474054331265
7e3,4.606302688700677
7100.0,4.604890230160594
7200.0,4.605035367041348
7300.0,4.605642795920572
7400.0,4.605445351392995
7500.0,4.604939874950051
7600.0,4.605447302074352
7700.0,4.605289035295389
7800.0,4.605466361608295
7900.0,4.605139251541614
8e3,4.605089872959532
8100.0,4.604824326799845
8200.0,4.605370727065237
8300.0,4.6054120287254845
8400.0,4.605413817732444
8500.0,4.605305772593154
8600.0,4.605429313695047
8700.0,4.604865089515993
8800.0,4.605639432710631
8900.0,4.605327157005398
9e3,4.604856071750092
9100.0,4.604413072498572
9200.0,4.605120394712424
9300.0,4.604745055219755
9400.0,4.605078942533911
9500.0,4.6049270907202695
9600.0,4.605313831557523
9700.0,4.6050090264926915
9800.0,4.605623549084321
9900.0,4.6053290535949944
1e4,4.605213210217235
10100.0,4.604828163585323
10200.0,4.605288498735813
10300.0,4.605071666690498
10400.0,4.605364889250762
10500.0,4.6061916468404265
10600.0,4.605600614323181
10700.0,4.605518540702707
10800.0,4.605337273646226
10900.0,4.604791262741804
11e3,4.6055588411419555
11100.0,4.605110559989992
11200.0,4.604524560610416
11300.0,4.604654356276409
11400.0,4.605308271772185
11500.0,4.604825217216939
11600.0,4.605684132135117
11700.0,4.605341585262311
11800.0,4.605200921130387
11900.0,4.605041348083438
12e3,4.605892334553707
12100.0,4.6050961735921945
12200.0,4.605365260343522
12300.0,4.605033049971559
12400.0,4.605051873080545
12500.0,4.605091344474746
12600.0,4.605574472664765
12700.0,4.6052454453017075
12800.0,4.604818355806651
12900.0,4.605095427431924
13e3,4.604914873031093
13100.0,4.605721827547413
13200.0,4.605698660490571
13300.0,4.604984828027328
13400.0,4.605246195229383
13500.0,4.60537471477342
13600.0,4.605478072791704
13700.0,4.6058791427242465
13800.0,4.605373553401424
13900.0,4.6051914242397265
14e3,4.605921858534209
14100.0,4.605305098357473
14200.0,4.605496267386094
14300.0,4.605166669825714
14400.0,4.605054850445811
14500.0,4.60481499767152
14600.0,4.60505791527697
14700.0,4.605163350000458
14800.0,4.60487633147489
14900.0,4.6052929483978255
15e3,4.605175483560042
15100.0,4.605340003720894
15200.0,4.604969961578228
15300.0,4.605005024177788
15400.0,4.6053625902991095
15500.0,4.605042487906973
15600.0,4.604817886358619
15700.0,4.605079959674499
15800.0,4.605004346998473
15900.0,4.605140303892751
16e3,4.6053637173441215
16100.0,4.605267339975952
16200.0,4.605314422077873
16300.0,4.605361798762911
16400.0,4.605195847155404
16500.0,4.6055353600710625
16600.0,4.605178635821486
16700.0,4.604885511794082
16800.0,4.605402969978582
16900.0,4.605457616396473
17e3,4.605045907797849
17100.0,4.605056614538108
17200.0,4.605150576123712
17300.0,4.605649631865644
17400.0,4.605857374686935
17500.0,4.605025508574394
17600.0,4.605371446591576
17700.0,4.605001765474707
17800.0,4.6054841070194
17900.0,4.605001682881771
18e3,4.605629099719553
18100.0,4.605093879604067
18200.0,4.605326114581298
18300.0,4.605555256656569
18400.0,4.605717199412112
18500.0,4.605348742041643
18600.0,4.605432185393745
18700.0,4.604728092370567
18800.0,4.605374754562927
18900.0,4.6051369292326845
19e3,4.605400381148255
19100.0,4.605274701592373
19200.0,4.6047272552493554
19300.0,4.6053486423500445
19400.0,4.60573937116803
19500.0,4.6054109879051595
19600.0,4.605218582911352
19700.0,4.605580133484759
19800.0,4.604816473988592
19900.0,4.605721039488194
2e4,4.605467925057243
20100.0,4.605224400784406
20200.0,4.6052215296096115
20300.0,4.604962166199579
20400.0,4.60508421353003
20500.0,4.605255666521762
20600.0,4.605151776738374
20700.0,4.6053271372197235
20800.0,4.605453395659639
20900.0,4.605052718319847
21e3,4.605063650612533
21100.0,4.604913147541804
21200.0,4.605273506904957
21300.0,4.605159028826187
21400.0,4.605139151635339
21500.0,4.605389796736174
21600.0,4.605392301094551
21700.0,4.605105353680324
21800.0,4.605347281540279
21900.0,4.6051768439348475
22e3,4.60536329031348
22100.0,4.605130003886012
22200.0,4.605311751906173
22300.0,4.605001433702592
22400.0,4.605505020612632
22500.0,4.605070388860589
22600.0,4.604704592609801
22700.0,4.60497020225723
22800.0,4.60494252748117
22900.0,4.60499334801547
23e3,4.605469797192235
23100.0,4.605414427789675
23200.0,4.605614622117771
23300.0,4.605255351998055
23400.0,4.604810375947617
23500.0,4.6054938169623165
23600.0,4.605462181875283
23700.0,4.605016640434875
23800.0,4.60550084921334
23900.0,4.605476683880213
24e3,4.6052860227483094
24100.0,4.605224014426369
24200.0,4.6049134053177365
24300.0,4.604907048634091
24400.0,4.605214816746147
24500.0,4.605170177770057
24600.0,4.6048661309911925
24700.0,4.6047588581221435
24800.0,4.604898951345162
24900.0,4.604954896263834
25e3,4.605347747349131
25100.0,4.605182185358225
25200.0,4.604912471578926
25300.0,4.605495832595864
25400.0,4.605343806316478
25500.0,4.605204212340625
25600.0,4.605042571473107
25700.0,4.6056790219487
25800.0,4.604974286974715
25900.0,4.605431601270555
26e3,4.605511866515647
26100.0,4.605372221139475
26200.0,4.605277907766343
26300.0,4.60481871392498
26400.0,4.605249701411625
26500.0,4.6048256008450625
26600.0,4.605155623205148
26700.0,4.60531518400766
26800.0,4.604801076938806
26900.0,4.6053933345639315
27e3,4.6052861134758984
27100.0,4.605420872506277
27200.0,4.605652579833669
27300.0,4.605216790710031
27400.0,4.605258510982299
27500.0,4.6053691149597284
27600.0,4.605261069710894
27700.0,4.605481417972099
27800.0,4.605339768110281
27900.0,4.60517599763055
28e3,4.605208191140231
28100.0,4.6051545943686385
28200.0,4.6056668415792
28300.0,4.605320619389724
28400.0,4.605225451721342
28500.0,4.605317499406365
28600.0,4.6049607865919295
28700.0,4.605419639143458
28800.0,4.604975413420521
28900.0,4.605539982431708
29e3,4.605137318248453
29100.0,4.605349106994478
29200.0,4.6052927911270825
29300.0,4.605279595183218
29400.0,4.605165264011464
29500.0,4.604926111500279
29600.0,4.605339092954172
29700.0,4.604700834758973
29800.0,4.605163628644083
29900.0,4.605047596332269
3e4,4.605033884948637
30100.0,4.605338315652069
30200.0,4.605265060248338
30300.0,4.6051508630397295
30400.0,4.605191230499464
30500.0,4.604938093630111
30600.0,4.6050366914489835
30700.0,4.6055676541128365
30800.0,4.605290568447385
30900.0,4.6049893385151135
31e3,4.605121073094368
31100.0,4.605378394727564
31200.0,4.605191481335052
31300.0,4.604988154929821
31400.0,4.605112659521306
31500.0,4.605394599494175
31600.0,4.605097666468024
31700.0,4.605315932294881
31800.0,4.605180038243051
31900.0,4.605057185762303
32e3,4.605228177873594
32100.0,4.605364764852524
32200.0,4.605168727967883
32300.0,4.6052705631280135
32400.0,4.605219984197861
32500.0,4.605217134454526
32600.0,4.604742811812372
32700.0,4.6054805026407415
32800.0,4.605280737578115
32900.0,4.605212422507086
33e3,4.605180907362015
33100.0,4.605262406181245
33200.0,4.6050676889406565
33300.0,4.605028095257799
33400.0,4.60492890519117
33500.0,4.604840489473555
33600.0,4.605213982554919
33700.0,4.605326089855161
33800.0,4.6051969735151275
33900.0,4.605141167349424
34e3,4.605280931704091
34100.0,4.605491513860847
34200.0,4.605030901634969
34300.0,4.605054469497875
34400.0,4.605325575037475
34500.0,4.605120951997428
34600.0,4.605127270197083
34700.0,4.605125338917386
34800.0,4.605293988919884
34900.0,4.605228991689718
35e3,4.605192847487806
35100.0,4.6055383605949505
35200.0,4.6051753213488755
35300.0,4.6052809784631785
35400.0,4.605089676849799
35500.0,4.605151969231306
35600.0,4.605068015217374
35700.0,4.605238495632476
35800.0,4.605453530794894
35900.0,4.6050756348386965
36e3,4.60521263612527
36100.0,4.605496314439944
36200.0,4.605170956799337
36300.0,4.605624287719343
36400.0,4.605375423934502
36500.0,4.6050340870144995
36600.0,4.6050444869312805
36700.0,4.605524118428162
36800.0,4.604942134100342
36900.0,4.6051039068076145
37e3,4.605053370295526
37100.0,4.605436347341488
37200.0,4.605303565019383
37300.0,4.605223552393895
37400.0,4.605109161537325
37500.0,4.605120561898125
37600.0,4.605248323249339
37700.0,4.604996521345479
37800.0,4.605200245998028
37900.0,4.605167810063901
38e3,4.605252774900703
38100.0,4.605150876272243
38200.0,4.605156344622715
38300.0,4.605292884157188
38400.0,4.605047921137758
38500.0,4.605040167357062
38600.0,4.605440810955023
38700.0,4.604924539917699
38800.0,4.605213380998306
38900.0,4.605446953788434
39e3,4.604913203721614
39100.0,4.605315440942585
39200.0,4.605113883433424
39300.0,4.6053018262196215
39400.0,4.605415046861759
39500.0,4.604894167370831
39600.0,4.605294701038473
39700.0,4.604975386847006
39800.0,4.605052830104022
39900.0,4.604776933630657
4e4,4.605044714250369
40100.0,4.605389189593714
40200.0,4.604882115173252
40300.0,4.604999322232791
40400.0,4.605471146970285
40500.0,4.605211706146993
40600.0,4.605541735797489
40700.0,4.605245777033775
40800.0,4.605023995075745
40900.0,4.60539573148481
41e3,4.605290131779819
41100.0,4.605095505621575
41200.0,4.605349097442836
41300.0,4.605344476661721
41400.0,4.605446795397278
41500.0,4.605214978005052
41600.0,4.604980715297869
41700.0,4.604861999851564
41800.0,4.605539685623193
41900.0,4.60508770076499
42e3,4.605046776700204
42100.0,4.604932649649948
42200.0,4.605113776238417
42300.0,4.605224716049912
42400.0,4.605238112838736
42500.0,4.605257575596863
42600.0,4.605020203311974
42700.0,4.6053692092678
42800.0,4.605130341089038
42900.0,4.605143649063147
43e3,4.605276091359344
43100.0,4.605319605875512
43200.0,4.605247448315091
43300.0,4.605099983520099
43400.0,4.604958429436149
43500.0,4.6048800226322095
43600.0,4.6052276536353585
43700.0,4.605098893845057
43800.0,4.60515285684692
43900.0,4.605274048901509
44e3,4.60517262794152
44100.0,4.605013718940771
44200.0,4.605000061776031
44300.0,4.6050216103508
44400.0,4.605227139320194
44500.0,4.605264676292962
44600.0,4.605226828894835
44700.0,4.604993129686523
44800.0,4.604967753763726
44900.0,4.605174926110572
45e3,4.6050750519284085
45100.0,4.605400954232297
45200.0,4.604913781279368
45300.0,4.605454128849503
45400.0,4.605101035145779
45500.0,4.605234210959982
45600.0,4.605307486253936
45700.0,4.605027654693063
45800.0,4.605329961566756
45900.0,4.6051362311945345
