n,Ent
100.0,4.604651323141168
200.0,4.609323800354426
300.0,4.605183751176989
400.0,4.605863304825028
500.0,4.607325388905765
600.0,-Inf
700.0,4.603272261608614
800.0,4.605314841098715
900.0,4.607482975656411
1e3,4.602561801198882
1100.0,4.607673288793912
1200.0,4.604598210180488
1300.0,4.604575032102165
1400.0,4.60381572580561
1500.0,4.607441117271137
1600.0,4.602169574791466
1700.0,4.605471336190132
1800.0,4.6069040536174635
1900.0,4.6069741194693705
2e3,4.604640296189552
2100.0,4.603580731912195
2200.0,4.60427174005303
2300.0,-Inf
2400.0,4.605513698953841
2500.0,4.60317898357634
2600.0,4.607038011077212
2700.0,4.608118289179464
2800.0,4.605117877784814
2900.0,-Inf
3e3,4.603966650125563
3100.0,-Inf
3200.0,-Inf
3300.0,-Inf
3400.0,4.606503473446627
3500.0,4.607167228437089
3600.0,-Inf
3700.0,-Inf
3800.0,-Inf
3900.0,-Inf
4e3,4.6038086351075
4100.0,-Inf
4200.0,4.605379357911847
4300.0,4.605421231955526
4400.0,4.60464812147167
4500.0,-Inf
4600.0,-Inf
4700.0,4.6042521658517215
4800.0,-Inf
4900.0,-Inf
5e3,-Inf
5100.0,-Inf
5200.0,-Inf
5300.0,-Inf
5400.0,-Inf
5500.0,4.604123004791642
5600.0,-Inf
5700.0,-Inf
5800.0,-Inf
5900.0,-Inf
6e3,-Inf
6100.0,-Inf
6200.0,-Inf
6300.0,-Inf
6400.0,-Inf
6500.0,-Inf
6600.0,-Inf
6700.0,-Inf
6800.0,-Inf
6900.0,-Inf
7e3,-Inf
7100.0,-Inf
7200.0,-Inf
7300.0,-Inf
7400.0,-Inf
7500.0,-Inf
7600.0,-Inf
7700.0,-Inf
7800.0,-Inf
7900.0,-Inf
8e3,-Inf
8100.0,-Inf
8200.0,-Inf
8300.0,-Inf
8400.0,-Inf
8500.0,-Inf
8600.0,-Inf
8700.0,-Inf
8800.0,-Inf
8900.0,-Inf
9e3,-Inf
9100.0,-Inf
9200.0,-Inf
9300.0,-Inf
9400.0,-Inf
9500.0,-Inf
9600.0,-Inf
9700.0,-Inf
9800.0,-Inf
9900.0,-Inf
1e4,-Inf
10100.0,-Inf
10200.0,-Inf
10300.0,-Inf
10400.0,-Inf
10500.0,-Inf
10600.0,-Inf
10700.0,-Inf
10800.0,-Inf
10900.0,-Inf
11e3,-Inf
11100.0,-Inf
11200.0,-Inf
11300.0,-Inf
11400.0,-Inf
11500.0,-Inf
11600.0,-Inf
11700.0,-Inf
11800.0,-Inf
11900.0,-Inf
12e3,-Inf
12100.0,-Inf
12200.0,-Inf
12300.0,-Inf
12400.0,-Inf
12500.0,-Inf
12600.0,-Inf
12700.0,-Inf
12800.0,-Inf
12900.0,-Inf
13e3,-Inf
13100.0,-Inf
13200.0,-Inf
13300.0,-Inf
13400.0,-Inf
13500.0,-Inf
13600.0,-Inf
13700.0,-Inf
13800.0,-Inf
13900.0,-Inf
14e3,-Inf
14100.0,-Inf
14200.0,-Inf
14300.0,-Inf
14400.0,-Inf
14500.0,-Inf
14600.0,-Inf
14700.0,-Inf
14800.0,-Inf
14900.0,-Inf
15e3,-Inf
15100.0,-Inf
15200.0,-Inf
15300.0,-Inf
15400.0,-Inf
15500.0,-Inf
15600.0,-Inf
15700.0,-Inf
15800.0,-Inf
15900.0,-Inf
16e3,-Inf
16100.0,-Inf
16200.0,-Inf
16300.0,-Inf
16400.0,-Inf
16500.0,-Inf
16600.0,-Inf
16700.0,-Inf
16800.0,-Inf
16900.0,-Inf
17e3,-Inf
17100.0,-Inf
17200.0,-Inf
17300.0,-Inf
17400.0,-Inf
17500.0,-Inf
17600.0,-Inf
17700.0,-Inf
17800.0,-Inf
17900.0,-Inf
18e3,-Inf
18100.0,-Inf
18200.0,-Inf
18300.0,-Inf
18400.0,-Inf
18500.0,-Inf
18600.0,-Inf
18700.0,-Inf
18800.0,-Inf
18900.0,-Inf
19e3,-Inf
19100.0,-Inf
19200.0,-Inf
19300.0,-Inf
19400.0,-Inf
19500.0,-Inf
19600.0,-Inf
19700.0,-Inf
19800.0,-Inf
19900.0,-Inf
2e4,-Inf
20100.0,-Inf
20200.0,-Inf
20300.0,-Inf
20400.0,-Inf
20500.0,-Inf
20600.0,-Inf
20700.0,-Inf
20800.0,-Inf
20900.0,-Inf
21e3,-Inf
21100.0,-Inf
21200.0,-Inf
21300.0,-Inf
21400.0,-Inf
21500.0,-Inf
21600.0,-Inf
21700.0,-Inf
21800.0,-Inf
21900.0,-Inf
22e3,-Inf
22100.0,-Inf
22200.0,-Inf
22300.0,-Inf
22400.0,-Inf
22500.0,-Inf
22600.0,-Inf
22700.0,-Inf
22800.0,-Inf
22900.0,-Inf
23e3,-Inf
23100.0,-Inf
23200.0,-Inf
23300.0,-Inf
23400.0,-Inf
23500.0,-Inf
23600.0,-Inf
23700.0,-Inf
23800.0,-Inf
23900.0,-Inf
24e3,-Inf
24100.0,-Inf
24200.0,-Inf
24300.0,-Inf
24400.0,-Inf
24500.0,-Inf
24600.0,-Inf
24700.0,-Inf
24800.0,-Inf
24900.0,-Inf
25e3,-Inf
25100.0,-Inf
25200.0,-Inf
25300.0,-Inf
25400.0,-Inf
25500.0,-Inf
25600.0,-Inf
25700.0,-Inf
25800.0,-Inf
25900.0,-Inf
26e3,-Inf
26100.0,-Inf
26200.0,-Inf
26300.0,-Inf
26400.0,-Inf
26500.0,-Inf
26600.0,-Inf
26700.0,-Inf
26800.0,-Inf
26900.0,-Inf
27e3,-Inf
27100.0,-Inf
27200.0,-Inf
27300.0,-Inf
27400.0,-Inf
27500.0,-Inf
27600.0,-Inf
27700.0,-Inf
27800.0,-Inf
27900.0,-Inf
28e3,-Inf
28100.0,-Inf
28200.0,-Inf
28300.0,-Inf
28400.0,-Inf
28500.0,-Inf
28600.0,-Inf
28700.0,-Inf
28800.0,-Inf
28900.0,-Inf
29e3,-Inf
29100.0,-Inf
29200.0,-Inf
29300.0,-Inf
29400.0,-Inf
29500.0,-Inf
29600.0,-Inf
29700.0,-Inf
29800.0,-Inf
29900.0,-Inf
3e4,-Inf
30100.0,-Inf
30200.0,-Inf
30300.0,-Inf
30400.0,-Inf
30500.0,-Inf
30600.0,-Inf
30700.0,-Inf
30800.0,-Inf
30900.0,-Inf
31e3,-Inf
31100.0,-Inf
31200.0,-Inf
31300.0,-Inf
31400.0,-Inf
31500.0,-Inf
31600.0,-Inf
31700.0,-Inf
31800.0,-Inf
31900.0,-Inf
32e3,-Inf
32100.0,-Inf
32200.0,-Inf
32300.0,-Inf
32400.0,-Inf
32500.0,-Inf
32600.0,-Inf
32700.0,-Inf
32800.0,-Inf
32900.0,-Inf
33e3,-Inf
33100.0,-Inf
33200.0,-Inf
33300.0,-Inf
33400.0,-Inf
33500.0,-Inf
33600.0,-Inf
33700.0,-Inf
33800.0,-Inf
33900.0,-Inf
34e3,-Inf
34100.0,-Inf
34200.0,-Inf
34300.0,-Inf
34400.0,-Inf
34500.0,-Inf
34600.0,-Inf
34700.0,-Inf
34800.0,-Inf
34900.0,-Inf
35e3,-Inf
35100.0,-Inf
35200.0,-Inf
35300.0,-Inf
35400.0,-Inf
35500.0,-Inf
35600.0,-Inf
35700.0,-Inf
35800.0,-Inf
35900.0,-Inf
36e3,-Inf
36100.0,-Inf
36200.0,-Inf
36300.0,-Inf
36400.0,-Inf
36500.0,-Inf
36600.0,-Inf
36700.0,-Inf
36800.0,-Inf
36900.0,-Inf
37e3,-Inf
37100.0,-Inf
37200.0,-Inf
37300.0,-Inf
37400.0,-Inf
37500.0,-Inf
37600.0,-Inf
37700.0,-Inf
37800.0,-Inf
37900.0,-Inf
38e3,-Inf
38100.0,-Inf
38200.0,-Inf
38300.0,-Inf
38400.0,-Inf
38500.0,-Inf
38600.0,-Inf
38700.0,-Inf
38800.0,-Inf
38900.0,-Inf
39e3,-Inf
39100.0,-Inf
39200.0,-Inf
39300.0,-Inf
39400.0,-Inf
39500.0,-Inf
39600.0,-Inf
39700.0,-Inf
39800.0,-Inf
39900.0,-Inf
4e4,-Inf
40100.0,-Inf
40200.0,-Inf
40300.0,-Inf
40400.0,-Inf
40500.0,-Inf
40600.0,-Inf
40700.0,-Inf
40800.0,-Inf
40900.0,-Inf
41e3,-Inf
41100.0,-Inf
41200.0,-Inf
41300.0,-Inf
41400.0,-Inf
41500.0,-Inf
41600.0,-Inf
41700.0,-Inf
41800.0,-Inf
41900.0,-Inf
42e3,-Inf
42100.0,-Inf
42200.0,-Inf
42300.0,-Inf
42400.0,-Inf
42500.0,-Inf
42600.0,-Inf
42700.0,-Inf
42800.0,-Inf
42900.0,-Inf
43e3,-Inf
43100.0,-Inf
