n,Ent
100.0,1.4221297564501496
200.0,1.4157884217305539
300.0,1.4162228835539363
400.0,1.410875478229793
500.0,1.4178941857603347
600.0,1.4169956975642628
700.0,1.4193394213015302
800.0,1.417086569576335
900.0,1.4197495042911297
1e3,1.4211093141455984
1100.0,1.4133663330863837
1200.0,1.4168953182665422
1300.0,1.418751702178404
1400.0,1.4195367345652374
1500.0,1.4180111029137448
1600.0,1.4167657468702286
1700.0,1.4177457571169116
1800.0,1.4170745565205234
1900.0,1.418416059677213
2e3,1.417337824870248
2100.0,1.4173350593985092
2200.0,1.4186432096169015
2300.0,1.4188912635227289
2400.0,1.419260848536656
2500.0,1.4158367515467072
2600.0,1.4195573106349564
2700.0,1.419423795719129
2800.0,1.418526187102431
2900.0,1.4194556915670549
3e3,1.418311272550845
3100.0,1.4166227173800774
3200.0,1.4180890202096592
3300.0,1.4185866111830618
3400.0,1.4183301475932744
3500.0,1.4168082953132217
3600.0,1.4188475538013514
3700.0,1.4195617516121766
3800.0,1.4203724147581167
3900.0,1.4180254280845486
4e3,1.4169068374858202
4100.0,1.4182397467471342
4200.0,1.4180835412466422
4300.0,1.4191540814016828
4400.0,1.4176640829043303
4500.0,1.4182237764650143
4600.0,1.418853517899906
4700.0,1.4202760377853711
4800.0,1.4199731380149865
4900.0,1.420154317081155
5e3,1.418763326123882
5100.0,1.4202170605114153
5200.0,1.4181506394185173
5300.0,1.4198827417885471
5400.0,1.417532521794219
5500.0,1.4203044330825845
5600.0,1.4161921108652158
5700.0,1.4208933274394813
5800.0,1.417500386544805
5900.0,1.4192710708693956
6e3,1.41929151659924
6100.0,1.419654371808102
6200.0,1.4179228331627909
6300.0,1.4186746822931908
6400.0,1.4185204559291504
6500.0,1.4153845407496182
6600.0,1.4183500492384407
6700.0,1.4164947248363227
6800.0,1.4184998561430027
6900.0,1.4189448649687115
7e3,1.418399083539153
7100.0,1.4183742637920407
7200.0,1.418138163758295
7300.0,1.4197452860431965
7400.0,1.418101691039079
7500.0,1.419614566157509
7600.0,1.41853955132306
7700.0,1.4204575202308822
7800.0,1.4189972882259658
7900.0,1.417904418310489
8e3,1.419136817058841
8100.0,1.4197069799583015
8200.0,1.420516276242644
8300.0,1.4194236689918536
8400.0,1.4182297298863276
8500.0,1.4180264812308816
8600.0,1.4183123476280062
8700.0,1.4187910188930806
8800.0,1.4178744065733921
8900.0,1.4196474555066323
9e3,1.4197190114183607
9100.0,1.4187937718831605
9200.0,1.418172385226784
9300.0,1.4197968856025578
9400.0,1.418652270756164
9500.0,1.4187742372500447
9600.0,1.4189430640469347
9700.0,1.4192215723077293
9800.0,1.4187950114023746
9900.0,1.4196704263606466
1e4,1.4193926813508713
10100.0,1.4191655581480502
10200.0,1.4192446999242527
10300.0,1.4178744468029727
10400.0,1.419490596381569
10500.0,1.419055782238337
10600.0,1.419699485623766
10700.0,1.4190212444353183
10800.0,1.4192805852405697
10900.0,1.4201418198304738
11e3,1.4180520742700733
11100.0,1.4191456454320468
11200.0,1.4194059215695984
11300.0,1.4195931455557869
11400.0,1.418675172004391
11500.0,1.4190314208390888
11600.0,1.4190686990225885
11700.0,1.4189657566427707
11800.0,1.4185966979197397
11900.0,1.4188185261436181
12e3,1.4195699145786649
12100.0,1.4185452863644816
12200.0,1.4175598934275795
12300.0,1.418561743118043
12400.0,1.4181938638456135
12500.0,1.4184995398146598
12600.0,1.4187305735132274
12700.0,1.4194948061660204
12800.0,1.4189219572207548
12900.0,1.4187662615118082
13e3,1.4186001683213156
13100.0,1.420452205681509
13200.0,1.418783676444018
13300.0,1.418332954104047
13400.0,1.4187171987326126
13500.0,1.4181422232715488
13600.0,1.4183847340347673
13700.0,1.4192328721170389
13800.0,1.4192092128467262
13900.0,1.4185576419623591
14e3,1.4181498741333964
14100.0,1.4186163118981152
