n,Ent
100.0,4.609916765127762
200.0,4.601468438890673
300.0,4.608245415759194
400.0,4.606021534975681
500.0,4.604400232000486
600.0,4.606474454732495
700.0,4.606523758138573
800.0,4.60491318093755
900.0,4.606197354642369
1e3,4.606364776491163
1100.0,4.606498172812323
1200.0,4.60641417632208
1300.0,4.606233920132818
1400.0,4.606106207898083
1500.0,4.60698121802833
1600.0,4.603548516527817
1700.0,4.605733303411225
1800.0,4.605041224781849
1900.0,4.605099692026142
2e3,4.603980962671845
2100.0,4.604958640915005
2200.0,4.605338444563771
2300.0,4.6055040338708135
2400.0,4.604820469116675
2500.0,4.606924103041962
2600.0,4.605725922741168
2700.0,4.606187543565017
2800.0,4.605256408525287
2900.0,4.605276209016751
3e3,4.60586090799765
3100.0,4.604576472057539
3200.0,4.605436539207235
3300.0,4.605713424444973
3400.0,4.605813164253244
3500.0,4.604974008355772
3600.0,4.605507092951502
3700.0,4.606076718158256
3800.0,4.606054069237641
3900.0,4.605307373153627
4e3,4.606313371772549
4100.0,4.6033693102194055
4200.0,4.605624510926394
4300.0,4.603851855086194
4400.0,4.605165060603064
4500.0,4.604860869633916
4600.0,4.60559667091245
4700.0,4.604892897562342
4800.0,4.604861488057023
4900.0,4.606218657377512
5e3,4.605514150892065
5100.0,4.605103665241629
5200.0,4.606396469830875
5300.0,4.6051536241298665
5400.0,4.605255853555157
5500.0,4.605416048045471
5600.0,4.6050294317347555
5700.0,4.6051020459494065
5800.0,4.605511441711171
5900.0,4.60622323686616
6e3,4.60480169694483
6100.0,4.6050911380657356
6200.0,4.6042780613021455
6300.0,4.604732969480452
6400.0,4.604747604868279
6500.0,4.605007227285903
6600.0,4.60522958273046
6700.0,4.605680968805398
6800.0,4.605492116880685
6900.0,4.6041177059883855
7e3,4.605020792392061
7100.0,4.604822271312827
7200.0,4.604789063673252
7300.0,4.6047474025096475
7400.0,4.604548556463866
7500.0,4.605127866176567
7600.0,4.605495185782451
7700.0,4.6054038727704745
7800.0,4.604615537587807
7900.0,4.605125047270685
8e3,4.605278733788009
8100.0,4.605590558547986
8200.0,4.604833719912829
8300.0,4.60537872717826
8400.0,4.606137930050934
8500.0,4.6053886346682535
8600.0,4.605691209222678
8700.0,4.6053139678881685
8800.0,4.605508135937901
8900.0,4.6052021361611875
9e3,4.6051437336840655
9100.0,4.604164033574824
9200.0,4.605132129442916
9300.0,4.606347092107657
9400.0,4.605303144870471
9500.0,4.605043048788667
9600.0,4.605529111286303
9700.0,4.604932640450734
9800.0,4.6056629292195534
9900.0,4.605763101847293
1e4,4.605074438953343
10100.0,4.60481589453496
10200.0,4.605352804569301
10300.0,4.605946301347986
10400.0,4.605322826712537
10500.0,4.604976694082299
10600.0,4.604938248020394
10700.0,4.605278547315838
10800.0,4.605770806945937
10900.0,4.605088969793014
11e3,4.605327646998744
11100.0,4.604319218478191
11200.0,4.605072349465934
11300.0,4.605031419346419
11400.0,4.6050371601386635
11500.0,4.606500324116752
11600.0,4.605294294831245
11700.0,4.6047581503459485
11800.0,4.605796891959838
11900.0,4.60502333149832
12e3,4.605151058338629
12100.0,4.604634373344522
12200.0,4.604778718798136
12300.0,4.605761935884882
12400.0,4.605199914542136
12500.0,4.6053711885672834
12600.0,4.605189821919966
12700.0,4.605607616644152
12800.0,4.605299279460407
12900.0,4.605250976347278
13e3,4.605495343868118
13100.0,4.605590515033937
13200.0,4.605145716602505
13300.0,4.60492779284969
13400.0,4.604528903545716
13500.0,4.605227976843042
13600.0,4.605738268785476
13700.0,4.605705015652542
13800.0,4.605599662242943
13900.0,4.605516346040651
14e3,4.605662634212286
14100.0,4.6048820145951685
14200.0,4.605077960765405
14300.0,4.604740443596523
14400.0,4.604850369716886
14500.0,4.604950573329007
14600.0,4.605533838108534
14700.0,4.604727544301162
14800.0,4.605537632584049
14900.0,4.605849632271892
15e3,4.6046925012330036
15100.0,4.6051169526860605
15200.0,4.604859799222615
15300.0,4.604794457629443
15400.0,4.60549180631697
15500.0,4.605435146105761
15600.0,4.604564756613935
15700.0,4.604923672108498
15800.0,4.605138912850026
15900.0,4.60526782717983
16e3,4.604705049061399
16100.0,4.605858723895874
16200.0,4.605533342569989
16300.0,4.6053697131102105
16400.0,4.604876949914609
16500.0,4.605065352333442
16600.0,4.605339610136782
16700.0,4.6052167627539955
16800.0,4.605509876735023
16900.0,4.6053618227302335
17e3,4.604933347178648
17100.0,4.604964334741543
17200.0,4.604932060108913
17300.0,4.604812315165831
17400.0,4.605178979932253
17500.0,4.605285580153687
17600.0,4.604545147695281
17700.0,4.605119370838769
17800.0,4.606046043606273
17900.0,4.605369555856887
18e3,4.605293237712893
18100.0,4.605479635298681
18200.0,4.604923768761371
18300.0,4.605163602353767
18400.0,4.604542874868872
18500.0,4.605451842674862
18600.0,4.60516801240844
18700.0,4.605201711089437
18800.0,4.605520517161703
18900.0,4.604855244411299
19e3,4.604643774628969
19100.0,4.605046678866493
19200.0,4.605555057436116
19300.0,4.605222912828379
19400.0,4.605580131130627
19500.0,4.605456758203434
